evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
40 km al S de Tongoy,-30.609,-71.579,2022-04-28,14:55:39,2022-04-28,18:55:39,58,km,3.9,Ml
65 km al E de Los Andes.,-32.644,-69.939,2022-04-28,14:11:17,2022-04-28,18:11:17,126,km,3.3,Ml
70 km al O de Tongoy,-30.143,-72.206,2022-04-28,12:40:01,2022-04-28,16:40:01,32,km,3.1,Ml
68 km al E de OllagÃ¼e,-21.232,-67.597,2022-04-28,12:18:44,2022-04-28,16:18:44,212,km,4.2,Ml
65 km al N de Calama,-21.92,-68.73,2022-04-28,12:00:40,2022-04-28,16:00:40,118,km,3.0,Ml
93 km al E de Socaire,-23.884,-67.036,2022-04-28,07:39:12,2022-04-28,11:39:12,229,km,3.5,Ml
18 km al O de Andacollo,-30.293,-71.255,2022-04-28,07:21:26,2022-04-28,11:21:26,51,km,2.9,Ml
38 km al SO de OllagÃ¼e,-21.466,-68.518,2022-04-28,06:46:46,2022-04-28,10:46:46,133,km,2.9,Ml
45 km al SE de Socaire,-23.925,-67.634,2022-04-28,05:07:25,2022-04-28,09:07:25,268,km,2.7,Ml
23 km al O de Mina Collahuasi,-20.789,-68.875,2022-04-28,01:14:06,2022-04-28,05:14:06,99,km,4.0,Ml
90 km al SO de Iquique,-20.772,-70.783,2022-04-28,00:34:37,2022-04-28,04:34:37,23,km,3.0,Ml
31 km al SO de Putre,-18.314,-69.828,2022-04-27,23:00:21,2022-04-28,03:00:21,87,km,2.8,Ml
26 km al O de La Higuera,-29.597,-71.454,2022-04-27,22:30:48,2022-04-28,02:30:48,70,km,3.7,Ml
47 km al NE de Pica,-20.187,-69.015,2022-04-27,21:44:52,2022-04-28,01:44:52,105,km,3.4,Ml
50 km al N de ValparaÃ­so,-32.612,-71.733,2022-04-27,20:02:13,2022-04-28,00:02:13,31,km,3.2,Ml
