evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
32 km al O de Tocopilla,-22.186,-70.494,2022-04-21,19:57:41,2022-04-21,23:57:41,22,km,3.3,Ml
37 km al NO de Los Vilos,-31.667,-71.776,2022-04-21,17:24:12,2022-04-21,21:24:12,55,km,3.5,Ml
28 km al N de Farellones,-33.101,-70.273,2022-04-21,16:15:15,2022-04-21,20:15:15,98,km,3.1,Ml
26 km al SO de OllagÃ¼e,-21.367,-68.45,2022-04-21,15:27:28,2022-04-21,19:27:28,121,km,4.7,Mw
60 km al NO de Cobquecura,-35.732,-73.24,2022-04-21,13:14:38,2022-04-21,17:14:38,35,km,2.6,Ml
43 km al E de Pica,-20.495,-68.913,2022-04-21,02:27:25,2022-04-21,06:27:25,98,km,2.8,Ml
111 km al E de Socaire,-23.509,-66.806,2022-04-20,22:38:48,2022-04-21,02:38:48,221,km,2.8,Ml
80 km al S de Socaire,-24.263,-68.168,2022-04-20,21:34:34,2022-04-21,01:34:34,248,km,2.6,Ml
67 km al O de Arica,-18.566,-70.95,2022-04-20,21:15:03,2022-04-21,01:15:03,30,km,3.6,Ml
31 km al NO de Vallenar,-28.346,-70.94,2022-04-20,20:43:14,2022-04-21,00:43:14,60,km,3.3,Ml
