evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
70 km al NE de Calama,-21.902,-68.633,2022-04-15,19:13:44,2022-04-15,23:13:44,132,km,3.3,Ml
31 km al E de Pisagua,-19.603,-69.914,2022-04-15,18:33:56,2022-04-15,22:33:56,61,km,2.9,Ml
55 km al SO de Mina Collahuasi,-21.208,-68.99,2022-04-15,16:56:09,2022-04-15,20:56:09,95,km,2.8,Ml
50 km al SO de MarÃ­a Elena,-22.736,-69.909,2022-04-15,12:43:32,2022-04-15,16:43:32,69,km,5.1,Mw
28 km al SO de Los Vilos,-32.133,-71.645,2022-04-15,08:37:49,2022-04-15,12:37:49,24,km,2.6,Ml
17 km al S de Mina Collahuasi,-20.978,-68.669,2022-04-15,07:01:04,2022-04-15,11:01:04,126,km,2.9,Ml
24 km al E de Calama,-22.538,-68.71,2022-04-15,06:02:14,2022-04-15,10:02:14,113,km,4.1,Ml
17 km al SO de Los Vilos,-32.016,-71.645,2022-04-15,05:11:00,2022-04-15,09:11:00,37,km,3.7,Ml
2 km al SO de Huasco,-28.483,-71.235,2022-04-15,04:29:32,2022-04-15,08:29:32,33,km,3.1,Ml
28 km al NO de Punitaqui,-30.686,-71.495,2022-04-15,03:46:02,2022-04-15,07:46:02,20,km,2.9,Ml
31 km al O de Tocopilla,-22.182,-70.491,2022-04-15,03:04:54,2022-04-15,07:04:54,56,km,3.5,Ml
27 km al SE de Caldera,-27.219,-70.605,2022-04-15,02:16:36,2022-04-15,06:16:36,48,km,2.9,Ml
27 km al SE de Caldera,-27.218,-70.612,2022-04-15,02:03:21,2022-04-15,06:03:21,50,km,3.0,Ml
30 km al S de Mina Collahuasi,-21.092,-68.606,2022-04-15,01:49:17,2022-04-15,05:49:17,134,km,4.5,Mw
30 km al NO de OllagÃ¼e,-21.034,-68.459,2022-04-15,01:16:58,2022-04-15,05:16:58,138,km,2.9,Ml
27 km al SE de Caldera,-27.218,-70.603,2022-04-15,00:36:21,2022-04-15,04:36:21,49,km,2.5,Ml
43 km al N de Quillagua,-21.273,-69.468,2022-04-15,00:25:49,2022-04-15,04:25:49,20,km,3.0,Ml
27 km al SE de Caldera,-27.225,-70.619,2022-04-15,00:06:56,2022-04-15,04:06:56,50,km,3.4,Ml
24 km al O de La Ligua,-32.456,-71.487,2022-04-14,23:49:54,2022-04-15,03:49:54,62,km,2.6,Ml
26 km al SE de Caldera,-27.228,-70.628,2022-04-14,22:30:50,2022-04-15,02:30:50,50,km,4.2,Ml
66 km al SE de Socaire,-23.867,-67.317,2022-04-14,20:11:48,2022-04-15,00:11:48,271,km,3.9,Ml
