evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
20 km al NE de La Serena,-29.824,-71.068,2022-02-16,20:59:26,2022-02-16,23:59:26,85,km,4.2,Ml
27 km al O de La Higuera,-29.538,-71.482,2022-02-16,19:36:57,2022-02-16,22:36:57,64,km,3.7,Ml
15 km al NO de Punitaqui,-30.708,-71.314,2022-02-16,17:40:49,2022-02-16,20:40:49,55,km,3.2,Ml
36 km al NE de Calama,-22.313,-68.629,2022-02-16,15:45:03,2022-02-16,18:45:03,109,km,2.5,Ml
7 km al N de Navidad,-33.891,-71.82,2022-02-16,14:36:00,2022-02-16,17:36:00,35,km,2.5,Ml
90 km al SE de Socaire,-24.093,-67.199,2022-02-16,10:42:22,2022-02-16,13:42:22,229,km,3.3,Ml
11 km al SE de Calama,-22.531,-68.841,2022-02-16,09:08:31,2022-02-16,12:08:31,94,km,3.1,Ml
44 km al SO de Los Vilos,-32.254,-71.736,2022-02-16,07:59:48,2022-02-16,10:59:48,32,km,2.9,Ml
44 km al SO de Los Vilos,-32.259,-71.739,2022-02-16,06:20:12,2022-02-16,09:20:12,33,km,2.7,Ml
46 km al O de Mina Collahuasi,-20.909,-69.09,2022-02-16,05:55:13,2022-02-16,08:55:13,110,km,3.3,Ml
113 km al E de Socaire,-23.951,-66.853,2022-02-16,04:26:52,2022-02-16,07:26:52,190,km,3.9,Ml
14 km al SE de Cuya,-19.226,-70.062,2022-02-16,03:08:05,2022-02-16,06:08:05,56,km,3.9,Ml
