evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
23 km al O de Putre,-18.265,-69.762,2022-02-27,20:59:47,2022-02-27,23:59:47,113,km,3.1,Ml
48 km al NO de Tongoy,-29.883,-71.74,2022-02-27,19:53:05,2022-02-27,22:53:05,37,km,2.5,Ml
9 km al SO de San JosÃ© de Maipo,-33.685,-70.434,2022-02-27,19:52:39,2022-02-27,22:52:39,97,km,3.9,Ml
46 km al NO de Tongoy,-29.892,-71.717,2022-02-27,17:49:47,2022-02-27,20:49:47,39,km,4.1,Ml
59 km al NO de CamiÃ±a,-18.825,-69.641,2022-02-27,17:41:43,2022-02-27,20:41:43,96,km,2.8,Ml
61 km al SE de Sierra Gorda.,-23.316,-68.93,2022-02-27,16:45:37,2022-02-27,19:45:37,100,km,4.3,Ml
25 km al S de Punitaqui,-31.05,-71.282,2022-02-27,16:24:23,2022-02-27,19:24:23,64,km,3.3,Ml
88 km al SE de Socaire,-24.006,-67.154,2022-02-27,15:56:41,2022-02-27,18:56:41,230,km,2.8,Ml
75 km al NE de Calama,-21.856,-68.618,2022-02-27,15:04:34,2022-02-27,18:04:34,116,km,2.5,Ml
28 km al O de OllagÃ¼e,-21.311,-68.506,2022-02-27,14:30:14,2022-02-27,17:30:14,133,km,2.6,Ml
44 km al O de Los Vilos,-31.957,-71.974,2022-02-27,13:40:52,2022-02-27,16:40:52,34,km,3.9,Ml
11 km al NE de La Serena,-29.83,-71.171,2022-02-27,12:39:27,2022-02-27,15:39:27,62,km,3.7,Ml
50 km al SO de Huasco,-28.859,-71.466,2022-02-27,12:31:17,2022-02-27,15:31:17,37,km,3.7,Ml
48 km al O de Los Vilos,-31.955,-72.014,2022-02-27,11:58:55,2022-02-27,14:58:55,19,km,3.3,Ml
53 km al O de Los Vilos,-31.937,-72.074,2022-02-27,11:21:28,2022-02-27,14:21:28,37,km,3.0,Ml
50 km al S de Mina Collahuasi,-21.269,-68.735,2022-02-27,11:07:12,2022-02-27,14:07:12,124,km,2.6,Ml
93 km al SE de Socaire,-23.983,-67.084,2022-02-27,09:51:56,2022-02-27,12:51:56,253,km,3.6,Ml
31 km al S de Mina Collahuasi,-21.1,-68.588,2022-02-27,08:51:35,2022-02-27,11:51:35,132,km,2.9,Ml
24 km al SE de Talca,-35.575,-71.47,2022-02-27,08:04:48,2022-02-27,11:04:48,88,km,2.7,Ml
63 km al S de OllagÃ¼e,-21.768,-68.421,2022-02-27,04:10:07,2022-02-27,07:10:07,124,km,2.8,Ml
22 km al S de San JosÃ© de Maipo,-33.84,-70.379,2022-02-27,03:49:55,2022-02-27,06:49:55,101,km,3.0,Ml
49 km al SO de OllagÃ¼e,-21.603,-68.5,2022-02-27,02:21:16,2022-02-27,05:21:16,136,km,2.9,Ml
17 km al O de Andacollo,-30.257,-71.254,2022-02-27,01:17:21,2022-02-27,04:17:21,62,km,2.8,Ml
25 km al E de Los Vilos,-31.965,-71.251,2022-02-27,00:47:59,2022-02-27,03:47:59,56,km,3.8,Ml
117 km al NE de Socaire,-23.054,-66.9,2022-02-27,00:13:51,2022-02-27,03:13:51,209,km,2.8,Ml
65 km al N de Mina La Escondida.,-23.712,-69.262,2022-02-26,23:59:06,2022-02-27,02:59:06,87,km,2.9,Ml
94 km al S de Ilo,-18.488,-71.365,2022-02-26,21:54:32,2022-02-27,00:54:32,36,km,2.9,Ml
