evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
34 km al NO de Mina Collahuasi,-20.702,-68.954,2022-02-09,18:22:56,2022-02-09,21:22:56,100,km,3.1,Ml
30 km al SE de CamiÃ±a,-19.532,-69.266,2022-02-09,17:51:52,2022-02-09,20:51:52,5,km,3.5,Ml
68 km al S de OllagÃ¼e,-21.81,-68.457,2022-02-09,16:46:21,2022-02-09,19:46:21,119,km,2.8,Ml
57 km al SE de San JosÃ© de Maipo,-34.103,-70.093,2022-02-09,13:04:44,2022-02-09,16:04:44,7,km,2.8,Ml
27 km al NO de La Ligua,-32.285,-71.448,2022-02-09,11:38:49,2022-02-09,14:38:49,74,km,2.6,Ml
17 km al SO de Visviri,-17.679,-69.619,2022-02-09,11:37:39,2022-02-09,14:37:39,148,km,2.9,Ml
24 km al SE de Pica,-20.598,-69.13,2022-02-09,08:39:12,2022-02-09,11:39:12,95,km,4.8,Mw
56 km al NO de Tocopilla,-21.719,-70.557,2022-02-09,02:13:26,2022-02-09,05:13:26,16,km,2.7,Ml
7 km al S de La Higuera,-29.569,-71.183,2022-02-09,02:05:37,2022-02-09,05:05:37,50,km,3.9,Ml
22 km al SE de Los Vilos,-32.039,-71.327,2022-02-09,02:00:32,2022-02-09,05:00:32,46,km,2.8,Ml
61 km al SE de San JosÃ© de Maipo,-34.13,-70.057,2022-02-09,01:38:44,2022-02-09,04:38:44,18,km,3.1,Ml
48 km al SO de Mina Collahuasi,-21.103,-69.007,2022-02-09,00:16:26,2022-02-09,03:16:26,109,km,3.5,Ml
44 km al NO de ConstituciÃ³n,-34.988,-72.649,2022-02-08,23:47:12,2022-02-09,02:47:12,24,km,2.6,Ml
60 km al SO de OllagÃ¼e,-21.463,-68.778,2022-02-08,21:56:46,2022-02-09,00:56:46,112,km,2.7,Ml
29 km al N de Taltal,-25.164,-70.573,2022-02-08,21:53:28,2022-02-09,00:53:28,45,km,2.8,Ml
