evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
85 km al NO de ConstituciÃ³n,-34.623,-72.77,2022-02-14,19:07:42,2022-02-14,22:07:42,8,km,3.2,Ml
73 km al E de Socaire,-23.843,-67.232,2022-02-14,18:49:09,2022-02-14,21:49:09,258,km,2.5,Ml
12 km al N de Petorca,-32.151,-70.965,2022-02-14,18:45:14,2022-02-14,21:45:14,93,km,2.5,Ml
51 km al SO de Mina Collahuasi,-21.175,-68.971,2022-02-14,18:21:33,2022-02-14,21:21:33,105,km,3.0,Ml
64 km al SE de Socaire,-23.863,-67.334,2022-02-14,18:05:52,2022-02-14,21:05:52,233,km,2.9,Ml
157 km al NE de Socaire,-22.942,-66.519,2022-02-14,17:47:47,2022-02-14,20:47:47,244,km,3.7,Ml
82 km al SE de Socaire,-24.065,-67.272,2022-02-14,17:37:29,2022-02-14,20:37:29,244,km,2.9,Ml
74 km al SE de Socaire,-24.176,-67.55,2022-02-14,17:05:37,2022-02-14,20:05:37,217,km,3.0,Ml
104 km al SE de Socaire,-24.064,-67.01,2022-02-14,16:27:49,2022-02-14,19:27:49,191,km,3.6,Ml
12 km al NO de CamiÃ±a,-19.218,-69.486,2022-02-14,15:15:55,2022-02-14,18:15:55,91,km,2.9,Ml
17 km al NE de Linares,-35.763,-71.435,2022-02-14,15:01:00,2022-02-14,18:01:00,98,km,2.5,Ml
80 km al SE de Socaire,-24.089,-67.322,2022-02-14,14:51:44,2022-02-14,17:51:44,183,km,3.8,Ml
24 km al S de Mina La Escondida.,-24.487,-69.094,2022-02-14,14:16:46,2022-02-14,17:16:46,99,km,2.7,Ml
19 km al SE de Tocopilla,-22.183,-70.042,2022-02-14,13:37:02,2022-02-14,16:37:02,69,km,2.5,Ml
75 km al SO de San Pedro de Atacama,-23.473,-68.615,2022-02-14,09:37:13,2022-02-14,12:37:13,120,km,2.9,Ml
56 km al NE de Calama,-22.013,-68.696,2022-02-14,09:21:00,2022-02-14,12:21:00,111,km,3.4,Ml
21 km al SO de Mina Collahuasi,-20.973,-68.791,2022-02-14,09:12:41,2022-02-14,12:12:41,122,km,2.5,Ml
81 km al NE de San Pedro de Atacama,-22.449,-67.598,2022-02-14,07:24:59,2022-02-14,10:24:59,154,km,3.0,Ml
35 km al NE de Cuya,-18.907,-69.978,2022-02-14,07:02:18,2022-02-14,10:02:18,11,km,2.8,Ml
58 km al SE de Socaire,-23.87,-67.412,2022-02-14,05:52:05,2022-02-14,08:52:05,259,km,3.0,Ml
18 km al S de Mina Collahuasi,-20.984,-68.713,2022-02-14,01:57:18,2022-02-14,04:57:18,105,km,3.1,Ml
35 km al NE de Los Andes.,-32.686,-70.271,2022-02-13,22:50:39,2022-02-14,01:50:39,112,km,2.8,Ml
78 km al S de Socaire,-24.27,-68.087,2022-02-13,21:04:54,2022-02-14,00:04:54,157,km,2.9,Ml
