evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
35 km al SO de OllagÃ¼e,-21.498 ,-68.416,2022-02-02,19:49:59,2022-02-02,22:49:59,149,km,3.3,Ml
21 km al E de Cuya,-19.226 ,-69.994,2022-02-02,19:44:52,2022-02-02,22:44:52,36,km,2.5,Ml
80 km al S de Alto Hospicio,-20.985 ,-70.183,2022-02-02,19:25:03,2022-02-02,22:25:03,55,km,3.8,Ml
45 km al SO de Mina Collahuasi,-21.147 ,-68.919,2022-02-02,17:18:25,2022-02-02,20:18:25,113,km,3.0,Ml
42 km al SO de Mina Collahuasi,-21.137 ,-68.895,2022-02-02,16:06:04,2022-02-02,19:06:04,114,km,2.8,Ml
12 km al S de Pica,-20.592 ,-69.304,2022-02-02,13:06:25,2022-02-02,16:06:25,89,km,2.6,Ml
20 km al NE de CamiÃ±a,-19.186 ,-69.293,2022-02-02,12:54:03,2022-02-02,15:54:03,106,km,3.0,Ml
23 km al O de OllagÃ¼e,-21.293 ,-68.465,2022-02-02,12:46:06,2022-02-02,15:46:06,131,km,3.5,Ml
53 km al NO de La Higuera,-29.072 ,-71.414,2022-02-02,09:07:23,2022-02-02,12:07:23,44,km,2.5,Ml
15 km al SO de Los Vilos,-32.019 ,-71.613,2022-02-02,06:20:33,2022-02-02,09:20:33,65,km,3.2,Ml
43 km al NE de Pica,-20.145 ,-69.143,2022-02-02,06:11:27,2022-02-02,09:11:27,95,km,3.2,Ml
54 km al SE de Sierra Gorda.,-23.141 ,-68.862,2022-02-02,04:11:31,2022-02-02,07:11:31,98,km,3.0,Ml
43 km al NO de Socaire,-23.430 ,-68.271,2022-02-01,23:15:13,2022-02-02,02:15:13,134,km,3.9,Ml
