evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
64 km al NE de Pica,-20.036 ,-68.958,2022-02-01,17:45:59,2022-02-01,20:45:59,103,km,2.9,Ml
37 km al S de Pozo Almonte,-20.587 ,-69.779,2022-02-01,17:11:06,2022-02-01,20:11:06,65,km,3.5,Ml
64 km al E de Putre,-18.282 ,-68.960,2022-02-01,16:52:22,2022-02-01,19:52:22,166,km,3.2,Ml
47 km al SO de OllagÃ¼e,-21.573 ,-68.506,2022-02-01,15:47:18,2022-02-01,18:47:18,132,km,3.0,Ml
26 km al SO de Vallenar,-28.745 ,-70.933,2022-02-01,15:45:21,2022-02-01,18:45:21,55,km,3.0,Ml
36 km al S de Pozo Almonte,-20.584 ,-69.780,2022-02-01,15:33:59,2022-02-01,18:33:59,67,km,3.6,Ml
62 km al NE de Pozo Almonte,-19.908 ,-69.325,2022-02-01,15:03:45,2022-02-01,18:03:45,89,km,2.8,Ml
39 km al N de ValparaÃ­so,-32.706 ,-71.710,2022-02-01,14:40:58,2022-02-01,17:40:58,25,km,3.7,Ml
38 km al NO de ValparaÃ­so,-32.730 ,-71.750,2022-02-01,14:40:33,2022-02-01,17:40:33,27,km,2.7,Ml
68 km al S de Mina Collahuasi,-21.397 ,-68.886,2022-02-01,14:32:52,2022-02-01,17:32:52,102,km,3.0,Ml
67 km al S de CamiÃ±a,-19.876 ,-69.199,2022-02-01,12:12:53,2022-02-01,15:12:53,95,km,2.7,Ml
27 km al E de Farellones,-33.455 ,-70.054,2022-02-01,11:49:33,2022-02-01,14:49:33,14,km,2.5,Ml
12 km al SO de Visviri,-17.658 ,-69.569,2022-02-01,11:21:50,2022-02-01,14:21:50,146,km,2.9,Ml
17 km al NO de Tongoy,-30.128 ,-71.590,2022-02-01,09:35:45,2022-02-01,12:35:45,39,km,2.5,Ml
33 km al O de OllagÃ¼e,-21.305 ,-68.556,2022-02-01,08:57:25,2022-02-01,11:57:25,122,km,3.6,Ml
46 km al NO de BahÃ­a Mansa,-40.296 ,-74.125,2022-02-01,05:59:15,2022-02-01,08:59:15,45,km,3.2,Ml
76 km al N de Huasco,-27.787 ,-71.150,2022-02-01,05:38:24,2022-02-01,08:38:24,15,km,2.7,Ml
71 km al NO de Pichilemu,-34.004 ,-72.633,2022-02-01,01:20:16,2022-02-01,04:20:16,33,km,3.1,Ml
35 km al NO de BahÃ­a Mansa,-40.411 ,-74.074,2022-02-01,00:15:58,2022-02-01,03:15:58,34,km,3.0,Ml
33 km al NO de BahÃ­a Mansa,-40.432 ,-74.066,2022-01-31,22:39:52,2022-02-01,01:39:52,23,km,4.5,Mw
28 km al O de BahÃ­a Mansa,-40.499 ,-74.039,2022-01-31,22:33:24,2022-02-01,01:33:24,15,km,4.6,Mw
