evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
48 km al O de OllagÃ¼e,-21.287,-68.707,2022-01-26,17:23:33,2022-01-26,20:23:33,122,km,2.6,Ml
67 km al NO de ValparaÃ­so,-32.485,-71.858,2022-01-26,16:57:46,2022-01-26,19:57:46,21,km,3.3,Ml
35 km al O de San Pedro de Atacama,-22.798,-68.511,2022-01-26,16:42:54,2022-01-26,19:42:54,8,km,4.3,Ml
35 km al O de La Ligua,-32.491,-71.601,2022-01-26,16:25:07,2022-01-26,19:25:07,29,km,2.9,Ml
49 km al SO de OllagÃ¼e,-21.623,-68.447,2022-01-26,16:21:19,2022-01-26,19:21:19,126,km,2.6,Ml
33 km al N de Sierra Gorda.,-22.603,-69.34,2022-01-26,15:02:15,2022-01-26,18:02:15,77,km,2.5,Ml
80 km al SE de Socaire,-23.902,-67.185,2022-01-26,14:15:00,2022-01-26,17:15:00,244,km,3.5,Ml
34 km al N de Cuya,-18.857,-70.133,2022-01-26,11:54:53,2022-01-26,14:54:53,80,km,4.2,Ml
54 km al O de Mina La Escondida.,-24.093,-69.549,2022-01-26,11:38:33,2022-01-26,14:38:33,88,km,4.3,Ml
48 km al NO de Mina La Escondida.,-24.081,-69.478,2022-01-26,11:19:07,2022-01-26,14:19:07,85,km,4.3,Ml
68 km al SE de Socaire,-24.117,-67.542,2022-01-26,10:22:53,2022-01-26,13:22:53,224,km,2.9,Ml
30 km al O de Mina Collahuasi,-20.76,-68.934,2022-01-26,08:39:21,2022-01-26,11:39:21,105,km,2.8,Ml
34 km al S de Lebu,-37.914,-73.674,2022-01-26,08:23:03,2022-01-26,11:23:03,36,km,3.9,Ml
79 km al NE de Mina La Escondida.,-23.62,-68.73,2022-01-26,08:08:51,2022-01-26,11:08:51,109,km,2.5,Ml
51 km al S de Mina Collahuasi,-21.255,-68.828,2022-01-26,02:39:13,2022-01-26,05:39:13,107,km,2.5,Ml
75 km al SE de Socaire,-24.085,-67.39,2022-01-26,02:16:22,2022-01-26,05:16:22,230,km,2.8,Ml
178 km al SE de El Salvador,-27.316,-68.299,2022-01-26,00:28:07,2022-01-26,03:28:07,124,km,3.9,Ml
48 km al N de Mina Collahuasi,-20.403,-68.735,2022-01-25,22:58:49,2022-01-26,01:58:49,131,km,3.4,Ml
42 km al E de Pica,-20.448,-68.928,2022-01-25,22:52:43,2022-01-26,01:52:43,101,km,3.1,Ml
