evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
23 km al N de Pica,-20.289,-69.304,2022-01-08,18:05:13,2022-01-08,21:05:13,90,km,2.7,Ml
121 km al NO de Pichilemu,-33.849,-73.156,2022-01-08,18:03:35,2022-01-08,21:03:35,49,km,3.3,Ml
41 km al SO de Mina Collahuasi,-21.033,-68.982,2022-01-08,16:26:58,2022-01-08,19:26:58,110,km,3.2,Ml
29 km al N de Quillagua,-21.411,-69.623,2022-01-08,15:48:21,2022-01-08,18:48:21,67,km,2.9,Ml
26 km al O de La Higuera,-29.611,-71.446,2022-01-08,12:35:50,2022-01-08,15:35:50,53,km,2.9,Ml
24 km al E de Mina Los Pelambres,-31.739,-70.351,2022-01-08,12:30:14,2022-01-08,15:30:14,135,km,3.3,Ml
47 km al NO de Caldera,-26.678,-71.017,2022-01-08,11:27:09,2022-01-08,14:27:09,22,km,2.8,Ml
49 km al NO de Caldera,-26.718,-71.124,2022-01-08,11:06:00,2022-01-08,14:06:00,29,km,2.5,Ml
39 km al NO de Caldera,-26.911,-71.17,2022-01-08,10:17:00,2022-01-08,13:17:00,34,km,2.6,Ml
28 km al O de Punitaqui,-30.749,-71.539,2022-01-08,10:04:00,2022-01-08,13:04:00,72,km,3.5,Ml
18 km al NO de Andacollo,-30.094,-71.184,2022-01-08,09:07:03,2022-01-08,12:07:03,45,km,2.7,Ml
31 km al NE de Mina La Escondida.,-24.042,-68.873,2022-01-08,08:37:31,2022-01-08,11:37:31,88,km,2.5,Ml
40 km al O de Arica,-18.523,-70.697,2022-01-08,08:24:58,2022-01-08,11:24:58,36,km,2.9,Ml
45 km al NO de Caldera,-26.696,-70.999,2022-01-08,08:15:09,2022-01-08,11:15:09,22,km,2.9,Ml
46 km al NO de Caldera,-26.756,-71.122,2022-01-08,06:38:13,2022-01-08,09:38:13,38,km,3.1,Ml
44 km al NO de Caldera,-26.705,-71.008,2022-01-08,06:03:38,2022-01-08,09:03:38,20,km,3.8,Ml
88 km al E de Socaire,-23.858,-67.076,2022-01-08,06:00:03,2022-01-08,09:00:03,231,km,3.5,Ml
42 km al NO de Caldera,-26.726,-70.993,2022-01-08,05:08:09,2022-01-08,08:08:09,23,km,2.5,Ml
51 km al NO de Caldera,-26.735,-71.172,2022-01-08,04:34:44,2022-01-08,07:34:44,34,km,3.6,Ml
125 km al E de Tierra Amarilla,-27.911,-69.097,2022-01-08,03:15:08,2022-01-08,06:15:08,126,km,3.6,Ml
56 km al NO de Caldera,-26.712,-71.227,2022-01-08,02:53:09,2022-01-08,05:53:09,32,km,3.5,Ml
57 km al NO de Caldera,-26.707,-71.235,2022-01-08,02:50:18,2022-01-08,05:50:18,27,km,2.8,Ml
67 km al NO de Caldera,-26.65,-71.308,2022-01-08,01:35:56,2022-01-08,04:35:56,41,km,3.9,Ml
60 km al NO de Caldera,-26.689,-71.251,2022-01-08,01:29:27,2022-01-08,04:29:27,27,km,2.9,Ml
50 km al NO de Caldera,-26.718,-71.133,2022-01-08,01:01:12,2022-01-08,04:01:12,15,km,3.6,Ml
54 km al NO de Caldera,-26.711,-71.188,2022-01-08,00:59:59,2022-01-08,03:59:59,26,km,3.4,Ml
73 km al NO de Caldera,-26.609,-71.345,2022-01-08,00:50:11,2022-01-08,03:50:11,33,km,2.7,Ml
49 km al NO de Caldera,-26.697,-71.095,2022-01-08,00:45:12,2022-01-08,03:45:12,28,km,3.5,Ml
51 km al NO de Caldera,-26.707,-71.147,2022-01-08,00:24:09,2022-01-08,03:24:09,34,km,5.6,Mw
53 km al NO de Caldera,-26.713,-71.177,2022-01-08,00:22:21,2022-01-08,03:22:21,29,km,4.4,Ml
59 km al SE de Cami̱a,-19.759,-69.13,2022-01-07,21:26:15,2022-01-08,00:26:15,100,km,3.0,Ml
