evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
64 km al SO de Mina Collahuasi,-21.325,-68.969,2022-01-24,20:59:00,2022-01-24,23:59:00,93,km,3.0,Ml
24 km al O de Quillagua,-21.71,-69.763,2022-01-24,17:19:47,2022-01-24,20:19:47,85,km,2.5,Ml
7 km al SO de La Higuera,-29.57,-71.237,2022-01-24,16:22:11,2022-01-24,19:22:11,50,km,2.1,Ml
46 km al NE de Pica,-20.108,-69.151,2022-01-24,15:40:23,2022-01-24,18:40:23,94,km,2.8,Ml
15 km al NE de ChaitÃ©n,-42.838,-72.568,2022-01-24,12:08:54,2022-01-24,15:08:54,3,km,2.5,Ml
33 km al E de Sierra Gorda.,-22.888,-68.993,2022-01-24,10:15:32,2022-01-24,13:15:32,110,km,2.9,Ml
28 km al SO de San FabiÃ¡n,-36.763,-71.726,2022-01-24,09:49:37,2022-01-24,12:49:37,21,km,3.8,Ml
45 km al N de Calama,-22.087,-68.779,2022-01-24,09:44:08,2022-01-24,12:44:08,129,km,3.1,Ml
63 km al N de CamiÃ±a,-18.764,-69.57,2022-01-24,08:04:55,2022-01-24,11:04:55,124,km,3.3,Ml
49 km al S de Mina Collahuasi,-21.254,-68.79,2022-01-24,06:00:39,2022-01-24,09:00:39,122,km,3.4,Ml
17 km al NO de Mejillones,-22.996,-70.569,2022-01-24,05:32:11,2022-01-24,08:32:11,34,km,2.5,Ml
8 km al E de Linares,-35.876,-71.519,2022-01-24,04:47:43,2022-01-24,07:47:43,95,km,4.1,Ml
49 km al S de Mina Collahuasi,-21.241,-68.805,2022-01-24,03:40:34,2022-01-24,06:40:34,125,km,4.4,Ml
58 km al NE de Calama,-22.017,-68.642,2022-01-24,03:07:24,2022-01-24,06:07:24,131,km,3.2,Ml
50 km al S de Mina Collahuasi,-21.253,-68.811,2022-01-24,02:21:16,2022-01-24,05:21:16,120,km,2.9,Ml
54 km al E de Arica,-18.65,-69.844,2022-01-23,23:09:12,2022-01-24,02:09:12,101,km,3.6,Ml
