evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
34 km al O de San Pedro de Atacama,-22.798,-68.5,2022-01-22,17:03:46,2022-01-22,20:03:46,17,km,4.1,Ml
36 km al NO de San Pedro de Atacama,-22.768,-68.506,2022-01-22,17:00:13,2022-01-22,20:00:13,16,km,4.6,Mw
34 km al NO de San Pedro de Atacama,-22.79,-68.501,2022-01-22,16:51:32,2022-01-22,19:51:32,13,km,3.5,Ml
11 km al N de Colina,-33.106,-70.639,2022-01-22,15:18:38,2022-01-22,18:18:38,88,km,3.3,Ml
47 km al SO de Los Vilos,-32.277,-71.753,2022-01-22,14:06:26,2022-01-22,17:06:26,27,km,3.0,Ml
11 km al SO de La Serena,-29.963,-71.348,2022-01-22,12:22:34,2022-01-22,15:22:34,46,km,3.0,Ml
49 km al O de Punitaqui,-30.727,-71.754,2022-01-22,11:42:16,2022-01-22,14:42:16,35,km,3.7,Ml
8 km al SO de Pichilemu,-34.433,-72.083,2022-01-22,10:28:08,2022-01-22,13:28:08,35,km,2.6,Ml
81 km al O de La Higuera,-29.585,-72.036,2022-01-22,09:34:11,2022-01-22,12:34:11,24,km,3.8,Ml
49 km al O de OllagÃ¼e,-21.341,-68.714,2022-01-22,08:58:43,2022-01-22,11:58:43,121,km,2.7,Ml
50 km al SO de Mina Collahuasi,-21.073,-69.066,2022-01-22,08:56:15,2022-01-22,11:56:15,112,km,2.5,Ml
32 km al S de Huasco,-28.751,-71.262,2022-01-22,08:23:04,2022-01-22,11:23:04,50,km,2.5,Ml
46 km al SO de Mina Collahuasi,-21.186,-68.882,2022-01-22,06:45:31,2022-01-22,09:45:31,109,km,2.6,Ml
130 km al E de Tierra Amarilla,-27.555,-68.946,2022-01-22,06:03:39,2022-01-22,09:03:39,9,km,2.9,Ml
37 km al N de La Higuera,-29.177,-71.209,2022-01-22,04:39:06,2022-01-22,07:39:06,75,km,3.3,Ml
21 km al E de VichuquÃ©n,-34.82,-71.783,2022-01-22,03:36:42,2022-01-22,06:36:42,42,km,2.9,Ml
23 km al N de Tongoy,-30.05,-71.527,2022-01-22,03:30:34,2022-01-22,06:30:34,36,km,2.6,Ml
40 km al SO de OllagÃ¼e,-21.537,-68.447,2022-01-22,03:04:36,2022-01-22,06:04:36,123,km,3.5,Ml
46 km al SE de Mina Los Pelambres,-32.132,-70.266,2022-01-22,00:57:37,2022-01-22,03:57:37,137,km,2.8,Ml
50 km al SO de Mina Collahuasi,-21.13,-69.016,2022-01-21,23:29:31,2022-01-22,02:29:31,112,km,2.7,Ml
35 km al O de Socaire,-23.485,-68.218,2022-01-21,22:46:00,2022-01-22,01:46:00,135,km,3.5,Ml
27 km al SO de Tongoy,-30.458,-71.651,2022-01-21,22:36:51,2022-01-22,01:36:51,33,km,3.6,Ml
25 km al SO de Tongoy,-30.43,-71.666,2022-01-21,22:04:16,2022-01-22,01:04:16,26,km,3.2,Ml
